NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81
2014,298,10005,10028,2001,89380,0,4113700,41,4,32,F,2002,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,ACDDCACC,11000000.0,DCECBCDDAEDABAEACBBCDEACCBE,100109009100010190011900900,555,555,555,555,555,555,555,555,555,555,555,31.3,36.6,25.0,54.0,37.0,65.0,30.0,71.0,35.0,80.0,29.5,31.8,16.7,10.0,10.0,30.0,.,.,.,.,.,.,.,.,.,C,A,A,C,D,C,C,B,C,E,B,A,A,A,A,31.0,A,A,B,C,A,B,B,E,B,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,C,I,I,A,B,B,D,B,A,B,B,B
2014,3302,10008,10022,2001,99282,1,3526001,35,3,39,M,1992,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,BDBBECCD,10101.0,ADDECBDDBCDEDAABDEACBDCCABD,010009009000010091110900900,555,555,555,555,555,555,555,555,555,555,555,29.7,53.5,37.5,77.5,90.0,50.0,100.0,65.0,65.0,65.0,21.8,22.7,16.7,10.0,0.0,40.0,D,D,B,B,B,C,B,D,D,B,C,A,E,D,C,C,D,E,E,B,E,A,A,A,35.0,A,A,F,J,A,B,B,E,A,E,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,D,B,I,I,A,B,A,D,E,B,C,A,B
2014,8,10002,10028,1602,684,1,3171303,31,3,22,M,2009,2010,2,1,0,0,1,1,0,8,0,0,0,27,0,9,0,ACEBDCED,ACEBDCED,ACEDAABEDBCABECCDBCAECDEDCB,XCEDAAXXDBXAXXCXDBCXECDEXCB,ADEBBCDD,10110101.0,EBAEADBBDDCABBEEEBEAECDECED,900010991091990901091111900,555,555,555,333,555,555,333,333,555,555,333,39.9,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,44.4,20.0,60.0,0.0,0.0,C,C,A,A,A,B,B,E,C,A,A,A,A,C,D,A,A,C,A,A,D,F,A,E,31.0,A,A,B,H,A,D,E,E,E,F,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,A,B,H,D,A,A,D,E,B,B,A,A,A
2014,1136,10008,10022,2001,74199,1,2606804,26,2,49,F,1987,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,DEEBBCCD,110101.0,DDCCEECADECDAACADEEEDADCBDB,111119119101111191001910901,555,555,555,555,555,555,555,555,555,555,555,64.7,54.0,50.0,60.0,55.0,75.0,50.0,65.0,65.0,65.0,68.2,77.3,16.7,10.0,10.0,30.0,C,C,B,A,A,D,B,B,D,C,C,A,B,B,A,B,A,C,C,H,A,A,A,A,26.0,A,A,B,A,A,C,B,E,B,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,B,B,A,A,C,D,A,A,A,A,A
2014,57,10001,10028,2001,121802,0,4115200,41,4,44,F,1987,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,CCEBACED,1110111.0,EACCEBCDCEBDAACABEACDABEBCB,001119109111111191111901911,555,555,555,555,555,555,555,555,555,555,555,77.3,78.0,75.0,82.5,98.0,90.0,100.0,67.0,75.0,65.0,77.0,81.8,50.0,35.0,45.0,70.0,C,C,B,A,A,B,B,D,D,B,A,A,A,A,C,C,C,E,E,A,A,A,A,A,41.0,A,C,C,A,A,A,C,E,C,A,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,6.0,4.0,6.0,6.0,8.0,6.0,5.0,7.0,7.0,6.0,8.0,6.0,3.0,7.0,C,J,I,I,A,A,B,B,C,B,B,B,B
2014,1875,10003,10022,2001,50916,1,3519600,35,3,58,F,1995,2008,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,ACACACCD,11000101.0,BDCCBACABBDCACBABBCCBEBCCDB,011109119000100190010900901,555,555,555,555,555,333,333,555,333,333,333,34.0,31.4,50.0,3.5,0.0,0.0,0.0,7.0,35.0,0.0,34.8,40.9,0.0,0.0,0.0,0.0,C,D,B,C,C,D,D,B,B,B,A,A,B,B,C,D,B,B,A,A,A,A,A,A,35.0,A,A,A,A,A,C,B,E,C,A,4.0,3.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,8.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,D,B,B,A,A,B,A,B,E,C,D,A,C
2014,1043,10008,10020,2001,97066,1,3503307,35,3,27,F,2004,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,BCBABCDD,1000101.0,DCCACADEBBCDCADBADCCBCDEDBD,101009009001010090010911900,555,555,555,555,555,555,555,555,555,333,555,33.7,39.3,37.5,42.0,59.0,35.0,65.0,25.0,65.0,15.0,31.8,31.8,31.7,30.0,0.0,65.0,C,C,B,B,B,C,E,E,D,B,A,A,D,B,C,B,C,D,E,H,A,A,A,A,35.0,A,A,B,C,B,C,B,E,B,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,B,B,I,I,F,E,I,F,A,B,B,D,D
2014,582,93,10028,3202,13839,1,4316907,43,4,24,F,2007,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,ACEBDCED,ACEBDCED,ABCEECBDADBEABEDCCACCBDEDCB,ABCXECBDADBEABEDCCXCCXDEXCB,BBEEBCDD,100101.0,CECEABBAACDCACEBCDACCBDCBCB,001900101000101010911910911,555,555,555,555,555,555,555,555,555,555,555,42.5,41.3,37.5,47.0,40.0,40.0,40.0,54.0,70.0,50.0,42.9,47.8,15.0,15.0,0.0,30.0,C,C,B,A,B,C,E,D,D,A,A,A,D,D,B,C,B,B,A,A,A,B,A,A,43.0,A,A,D,A,A,E,E,C,E,I,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,B,A,H,D,A,A,D,E,C,A,B,A,A
2014,5285,10008,10022,2001,38186,1,4321204,43,4,43,M,1996,2001,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,ADABBCDD,10010101.0,BEECDAEABAEDAADABEECDBBCECA,000109019001110191011900910,555,555,555,555,555,555,555,555,555,555,555,43.6,51.6,50.0,54.0,71.0,75.0,70.0,37.0,65.0,30.0,40.9,45.5,15.0,35.0,10.0,0.0,D,C,C,C,C,A,B,D,D,B,A,A,A,B,C,D,C,F,E,B,A,A,A,A,43.0,A,D,B,H,B,E,D,E,H,B,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,D,B,I,I,A,C,D,B,C,A,B,B,B
2014,84,10008,10022,3002,117212,1,3302403,33,3,47,F,1985,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,3,0,ACEBDCED,ACEBDCED,EBCDACEDBABDECADBEDAEADEDCB,EBCDACEDBABDECADXEDXEADEXCB,EDEBACDD,110101.0,DBEAAADCDAEADDCDDEDAEBDEBCD,010010000100000191191011910,555,555,555,555,555,555,555,555,333,555,555,42.5,53.4,50.0,58.5,51.0,55.0,50.0,66.0,70.0,65.0,38.9,41.7,23.3,0.0,20.0,50.0,C,C,C,C,B,C,D,C,D,A,A,A,E,E,C,B,C,F,E,G,A,F,A,A,33.0,B,C,B,G,A,A,B,E,H,H,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,8.0,5.0,6.0,6.0,4.0,6.0,8.0,8.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,5.0,8.0,5.0,5.0,4.0,A,A,A,B,A,A,C,A,A,B,B,A,A
2014,1816,10005,10022,2001,48307,1,3506003,35,3,42,F,2005,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,CCDBADDE,1010000.0,CDCEDACAACDCAACBAECCDADCBCC,011009119000111091011910910,555,555,555,555,555,555,555,555,555,555,555,47.5,39.8,25.0,62.0,72.0,60.0,75.0,52.0,60.0,50.0,50.1,54.5,25.0,30.0,15.0,30.0,C,C,C,B,C,C,B,C,B,B,B,A,B,B,C,E,C,C,D,E,A,A,A,A,35.0,A,D,C,H,B,E,B,E,E,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,I,I,A,A,A,B,A,C,A,A,A
2014,1644,10005,10022,2001,105820,1,2919207,29,2,34,F,1998,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,DDDBBCBD,10101.0,EDCEECDAAEEDAACABEBEDDDEBCB,011019019101111191001911911,555,555,555,555,555,555,333,555,555,555,555,58.8,35.5,37.5,32.5,0.0,0.0,0.0,65.0,65.0,65.0,66.6,72.7,31.7,45.0,0.0,50.0,C,C,C,B,A,A,B,A,D,E,A,A,A,B,C,D,A,E,D,G,A,A,A,A,29.0,E,A,A,H,B,C,B,E,E,H,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,B,A,G,A,D,B,F,B,C,A,B,B,B
2014,517,10008,10022,2001,10462,1,3524303,35,3,24,F,2006,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,DBBEBCCD,101.0,CDCAACDAAEBBAAADBEBCDAACCAB,011009019110110091011900901,555,555,555,555,555,555,333,555,555,555,555,39.2,26.4,25.0,28.5,0.0,0.0,0.0,57.0,45.0,60.0,43.5,50.0,6.7,20.0,0.0,0.0,D,D,B,B,B,C,E,E,C,A,A,A,B,B,B,F,A,B,A,E,A,A,A,A,35.0,A,A,B,A,B,D,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,I,I,A,A,A,C,A,A,A,A,A
2014,466,10005,10028,2001,102828,1,3550308,35,3,26,F,2007,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,ACDEAAAD,11000001.0,BCCCCACADEDDBAAABECDDBDACCB,001109119101010191001910911,555,555,555,555,555,555,555,555,555,555,555,52.9,42.9,37.5,51.0,47.0,75.0,40.0,55.0,75.0,50.0,56.2,59.1,40.0,40.0,30.0,50.0,C,D,C,B,B,D,B,D,B,E,A,A,E,A,C,C,A,C,A,H,A,A,A,A,35.0,A,A,B,K,A,D,C,E,E,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,1.0,1.0,8.0,6.0,4.0,6.0,A,A,E,A,D,A,B,D,A,B,A,A,A
2014,671,10005,10028,2001,87280,0,5002704,50,5,28,F,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,AEEBBCED,10110111.0,DDCCEBDDBBECAAEAAEDCDAEEBED,111119009000110191011901900,555,555,555,555,555,555,555,555,555,555,555,57.0,78.4,75.0,83.5,81.0,45.0,90.0,86.0,90.0,85.0,49.8,54.5,23.3,50.0,0.0,20.0,C,C,B,A,A,C,E,D,D,E,C,A,D,D,C,D,A,B,A,C,A,A,A,A,35.0,A,A,B,C,B,B,B,E,E,C,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,I,I,D,B,A,A,A,B,B,B,B
2014,219,10008,10022,2001,5805,1,3531407,35,3,45,F,1988,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,AAEDBCBD,10100101.0,DDCACBDABEBCAAAAAEBCDADCCCB,111009019110110191011910911,555,555,555,555,555,555,555,555,555,333,333,54.7,42.8,50.0,32.0,26.0,70.0,15.0,38.0,70.0,30.0,58.7,68.2,5.0,15.0,0.0,0.0,.,.,.,.,.,.,.,.,.,B,A,A,B,B,C,D,B,B,A,B,A,A,A,A,35.0,A,A,F,H,A,C,B,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,H,A,A,A,A,D,A,B,B,B,A
2014,17,93,10028,5402,18380,1,3170206,31,3,18,F,2012,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,3,0,ACEBDCED,ACEBDCED,BEDCBBAAAECDECEBDACEBDDEDCB,BEDCXBAAAECDECEBDACEBXDEXCB,........,0.0,...........................,000090000000000000000900900,555,333,333,333,333,333,333,333,333,333,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,A,A,A,C,D,B,D,E,C,C,A,A,A,A,A,31.0,B,A,B,A,B,C,C,D,H,A,4.0,6.0,3.0,3.0,8.0,8.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,8.0,6.0,6.0,1.0,3.0,1.0,1.0,3.0,7.0,7.0,2.0,6.0,2.0,6.0,6.0,5.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,8.0,3.0,4.0,1.0,B,B,H,H,E,E,I,F,A,D,A,D,D
2014,21,10008,10028,2402,102728,1,4314902,43,4,22,M,2010,2011,2,0,1,0,1,1,0,8,0,0,0,27,0,6,0,ACEBDCED,ACEBDCED,ADCBBCACBEAACDBEDBBBEBDEDCB,ADCBBCXCBXAXCDBEDXBBEXDEXCB,AAEBBDCC,10110000.0,CDDBCCECBBACAEBEDEEBEBDBBBC,010101911919001119011910900,555,555,555,555,555,555,555,555,555,555,555,49.5,37.3,37.5,37.0,35.0,75.0,25.0,39.0,75.0,30.0,53.5,57.1,33.3,10.0,60.0,30.0,B,C,A,B,B,A,C,D,B,A,A,A,D,D,B,B,C,B,B,B,A,A,A,A,43.0,D,D,A,A,A,E,E,A,E,F,4.0,4.0,5.0,4.0,5.0,1.0,6.0,6.0,6.0,6.0,2.0,2.0,6.0,3.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,6.0,6.0,2.0,3.0,5.0,A,C,G,D,A,A,D,B,B,D,C,C,C
2014,569,10002,10028,5402,11992,1,1501402,15,1,25,M,2007,2008,2,1,0,0,1,1,0,8,0,0,0,27,0,3,0,ACEBDCED,ACEBDCED,BEDCBBAAAECDECEBDACEBDDEDCB,BEDCXBAAAECDECEBDACEBXDEXCB,ADDBBCED,10010111.0,BEACCBCDADCDECEBBACBECBECEA,110191001011111101100901900,555,555,555,333,555,333,333,333,333,333,333,46.6,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,58.3,0.0,0.0,0.0,0.0,C,C,C,B,B,B,D,B,B,A,B,A,B,F,B,D,E,C,C,A,A,C,A,A,15.0,B,A,F,C,A,E,A,A,C,A,4.0,2.0,2.0,6.0,4.0,5.0,6.0,6.0,2.0,6.0,2.0,1.0,5.0,3.0,6.0,6.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,6.0,1.0,A,B,A,I,A,C,D,B,A,B,A,A,A
2014,569,10002,10028,904,27645,1,1501402,15,1,30,F,2001,2010,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,EACBBBDDBCDACCBBADABDCDEDCB,EACBBBDDBCDAXXXBADXBDCDEXCB,ACEBECED,11110111.0,DACBBBDDEEDBEDBBADCBACDDCEB,011111110010999111910110901,555,555,555,555,555,555,555,333,333,333,555,62.4,68.1,87.5,39.0,78.0,70.0,80.0,0.0,0.0,0.0,60.5,68.2,16.7,0.0,0.0,50.0,C,D,D,B,D,C,C,C,E,A,C,A,B,B,B,E,A,C,A,H,A,F,A,A,15.0,A,A,B,C,A,C,B,E,A,A,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,A,J,I,I,A,C,F,A,A,C,B,A,A
2014,671,10005,10028,2001,87280,0,5002704,50,5,34,F,2002,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,DCCEDCDD,1001101.0,DDDEDBDABDBCAABDADCBDBDABED,110009019010110090001910900,555,555,555,555,555,555,333,555,555,555,555,37.5,43.0,50.0,32.5,0.0,0.0,0.0,65.0,65.0,65.0,35.7,36.4,31.7,50.0,25.0,20.0,D,C,C,B,B,D,B,D,D,B,C,A,B,B,C,C,B,E,E,B,A,A,A,A,17.0,D,D,F,A,A,C,C,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,A,B,I,I,A,A,A,A,A,B,B,D,B
2014,298,10005,10028,2001,89380,0,4113700,41,4,33,F,2000,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,ABDACDCD,10000001.0,EECCEABADECDAAEAAECEDADDBED,001119019101110191001910900,555,555,555,555,555,555,555,555,555,555,555,46.6,34.4,25.0,48.5,62.0,70.0,60.0,35.0,55.0,30.0,50.6,54.5,28.3,5.0,80.0,0.0,C,A,A,B,C,D,B,D,D,B,C,A,A,A,C,C,A,B,B,B,A,A,A,A,29.0,A,C,B,C,B,C,D,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,1.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,A,A,B,F,A,B,A,A,A,A,A,B,A
2014,143,10008,10028,2001,110000,0,3170107,31,3,45,F,1989,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,ACEBDCED,ACEBDCED,DDCCEBCACEBDAACABEACDBDEDCB,DDCCEXCAXEBDAACAXEACDXDEXCB,AABBBDDD,10010001.0,BDCCEECABDBDACAAEEBEDEDCDBB,011119119011100191001910901,555,555,555,555,555,555,333,555,333,555,555,50.3,32.9,37.5,26.0,0.0,0.0,0.0,52.0,60.0,50.0,56.1,63.6,13.3,0.0,10.0,30.0,D,D,B,D,C,D,B,C,D,A,C,A,B,B,B,F,B,C,C,B,A,A,A,A,29.0,A,C,B,J,B,E,E,E,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,1.0,A,B,A,A,A,A,B,B,A,A,A,A,A
