NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
2015,338,121,10028,2,46238,1,3106200,31,3,22,M,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACADDDDB,11101100.0,AABDEEDABCBDDEBAEBAACDCCEAD,111001109910101008910010101,555,555,555,555,555,555,555,555,555,555,555,51.5,59.1,62.5,54.0,43.0,55.0,40.0,65.0,85.0,60.0,48.9,52.2,30.0,60.0,0.0,30.0,B,B,A,B,C,C,D,D,B,A,A,A,E,E,B,C,F,B,A,B,A,A,A,A,31.0,B,A,A,B,A,C,C,C,B,F,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,8.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,3.0,5.0
2015,221,118,10028,1,5826,1,3550308,35,3,22,F,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACABDDDE,11111101.0,BEACCECBDAAEAABCADBECCADECA,001010001191000090000001001,555,555,555,555,555,555,555,555,555,555,555,42.4,79.1,87.5,66.5,70.0,70.0,70.0,63.0,75.0,60.0,30.1,28.0,41.7,45.0,45.0,35.0,C,C,C,A,A,B,E,D,B,A,A,A,E,B,B,B,B,C,C,D,A,A,A,D,35.0,A,A,B,A,A,E,B,E,E,C,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,5.0,1.0,6.0,6.0,4.0,5.0,5.0,6.0,1.0,5.0,5.0,7.0,6.0,7.0,6.0,4.0,6.0
2015,579,10002,10028,29,19562,1,2507507,25,2,22,F,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,2,5,0,ACABDDCE,ACABDDCE,DEAABDDEAEBCZDCEACCEBCAECZA,DEAABDDEAEXCZDXEACCEXXAECZX,BAAEDDDE,101101.0,DDDBADDDDEAAEDEEACCBACAECED,100001100190819111109911189,555,555,555,555,555,555,555,555,555,555,555,58.6,56.4,50.0,66.0,71.0,75.0,70.0,61.0,65.0,60.0,59.3,60.0,55.0,35.0,50.0,80.0,D,D,C,A,B,B,D,D,D,A,A,A,D,D,B,C,C,C,E,G,A,C,A,A,25.0,E,A,A,G,A,B,B,A,C,F,4.0,5.0,3.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,8.0,8.0,2.0,5.0,3.0,5.0,4.0,4.0,8.0,2.0,2.0,2.0,4.0,8.0,5.0,6.0,3.0
2015,374,10008,10020,1,114506,1,3550308,35,3,29,F,2004,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCADDDEE,1101101.0,DDADCDEADAACBCBBACEBDCBEDEB,011010001190000190101000010,555,555,555,555,555,555,555,555,555,555,555,44.7,61.5,62.5,60.0,79.0,75.0,80.0,41.0,45.0,40.0,39.1,36.0,56.7,70.0,65.0,35.0,C,C,C,B,B,C,B,D,C,A,A,A,D,D,B,E,D,D,E,B,A,A,A,A,35.0,A,A,C,E,B,E,B,E,A,B,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,1837,10005,10022,2,48942,1,3171303,31,3,52,F,1998,2008,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACABDECE,11111011.0,AABDEEEADCBEDBEEDECDEACCEAD,111001009910110018900010101,555,555,555,555,555,555,555,555,555,555,555,56.9,86.7,87.5,85.5,77.0,65.0,80.0,94.0,70.0,100.0,46.9,47.8,41.7,40.0,55.0,30.0,C,C,B,B,B,B,B,D,D,B,A,A,C,B,C,C,C,E,C,I,A,A,A,A,31.0,A,C,F,G,A,D,D,A,C,F,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2015,22,121,10028,803,41876,1,3550308,35,3,21,F,2011,2012,2,0,1,0,1,1,0,8,0,0,0,27,0,1,0,ACABDDCE,ACABDDCE,CBDDACBECDDBBECBADCECBCACDA,CBDDAXBECDDBBECBADCECBCACDA,ACAACDBE,11100101.0,CADEACCBDECBCAEDADAEBCBECED,101019000001000011010000100,555,555,555,555,555,555,555,555,555,555,555,34.6,59.9,62.5,56.0,53.0,65.0,50.0,59.0,55.0,60.0,26.2,30.8,0.0,0.0,0.0,0.0,C,D,C,B,B,B,C,B,B,A,A,A,E,F,B,E,F,B,A,B,A,A,F,A,35.0,B,A,B,A,A,B,B,A,E,F,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2015,1307,118,10022,1,41676,1,3516705,35,3,23,F,2009,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ACBADEBE,11001001.0,EDAECEECEBEEACABAAEEBEDEABA,011010010091001190100000001,555,555,555,555,555,555,555,555,555,555,555,45.4,59.8,50.0,74.5,70.0,70.0,70.0,79.0,75.0,80.0,40.6,36.0,66.7,40.0,60.0,100.0,C,C,C,C,B,C,E,E,C,A,C,A,B,B,B,H,C,C,D,G,F,B,A,C,35.0,A,A,B,A,B,D,A,A,A,E,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2015,2135,10007,10022,2,81048,1,2311306,23,2,32,F,2002,2010,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BDDDAEDD,0.0,CCBDCDDDBAAEACDEDBDDECDBBDA,001000109900000018900000010,555,555,555,555,555,555,555,555,555,555,555,23.4,28.2,0.0,70.5,95.0,75.0,100.0,46.0,70.0,40.0,21.8,17.4,46.7,40.0,55.0,45.0,B,B,D,E,A,B,E,E,D,B,C,A,E,E,C,D,D,C,B,B,A,A,A,A,11.0,A,D,A,A,A,D,D,A,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2015,3,10002,10028,1,20762,1,2806701,28,2,26,M,2008,2010,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CBDDBEAA,0.0,CDADEBECACEDABDDCBBACEBCADB,011001010090000090000000000,555,555,555,333,555,333,333,333,333,333,333,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,16.0,0.0,0.0,0.0,0.0,B,E,A,C,B,B,C,A,D,A,C,A,A,B,B,C,B,F,D,A,A,A,A,C,28.0,A,D,B,C,B,B,C,E,H,A,4.0,4.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,3.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,7.0,4.0,1.0,1.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0
2015,671,10005,10028,2,19069,1,5002704,50,5,26,M,2007,2010,2,1,0,0,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACCBDDDE,11011101.0,EBBBBECEBECACCCEDCCDEDEAAAB,001001019901000018900001000,555,555,555,555,555,555,555,555,555,555,555,37.6,63.8,75.0,47.0,51.0,55.0,50.0,43.0,55.0,40.0,28.9,26.1,45.0,60.0,45.0,30.0,C,C,B,A,A,B,A,D,C,A,A,A,D,D,A,A,A,B,A,E,A,A,A,A,50.0,B,A,B,A,B,E,E,E,H,I,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,7.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0
2015,2271,10005,10022,22,91041,1,3131307,31,3,25,F,2008,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BCCDEDBD,1000100.0,AEBDCEDAEACBDEAEDCDCBADABEA,110001099110100109099900108,555,555,555,555,555,333,555,555,333,333,333,35.9,41.6,25.0,66.5,70.0,70.0,70.0,63.0,75.0,60.0,34.0,40.0,0.0,0.0,0.0,0.0,D,D,C,C,C,C,A,B,C,B,B,A,B,B,C,B,C,E,E,G,A,F,A,A,31.0,A,A,B,C,B,A,C,E,E,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0
2015,2497,10005,10022,83,1153943,1,2304400,23,2,19,M,2013,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,3,0,ACABDDCE,ACABDDCE,BCDAACBDEDBAEACBBCEACEDEBED,BCDAACBXEDBAEXCBXCEACEDEBED,AECBDDCE,10011111.0,BADEADBBEBBADBDAACECCEBCEBD,101010191011090091101100001,555,555,555,555,555,555,555,555,555,555,555,55.6,62.0,75.0,42.5,27.0,55.0,20.0,58.0,50.0,60.0,53.5,50.0,73.3,70.0,90.0,60.0,C,A,B,B,C,C,B,C,D,A,A,A,A,C,B,E,A,B,A,H,A,F,A,E,23.0,A,A,B,I,A,D,E,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2015,671,10005,10028,87,122666,0,5002704,50,5,46,F,1987,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,CDDBCEEDBDCBADDBABDBEBECEAA,CDDBXEEDXDCXADDBABDBEXECEAA,BECADDAD,1100.0,CAADBAEABDBBECEBCCABBCACBAB,100090109109000100010901010,555,555,555,555,555,333,555,555,333,333,666,29.4,40.2,25.0,63.0,67.0,55.0,70.0,59.0,55.0,60.0,25.8,30.4,0.0,0.0,0.0,0.0,C,C,B,B,A,C,B,C,B,C,A,A,B,A,C,D,C,F,E,B,A,A,A,A,35.0,A,A,F,G,A,A,B,E,C,C,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,8.0,6.0
2015,3974,10003,10028,2,4075,1,5218805,52,5,22,F,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,ACBBDECE,11011011.0,DACDDEDEACDACBDEDCCEEDEACAD,010011119901010018900001001,555,555,555,555,555,555,555,555,555,555,555,53.2,76.2,75.0,78.0,74.0,90.0,70.0,82.0,90.0,80.0,45.5,43.5,56.7,60.0,80.0,30.0,C,C,C,B,B,B,B,D,D,A,A,A,D,E,B,E,E,C,C,G,A,A,A,A,52.0,D,A,B,C,A,C,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0
2015,671,10005,10028,1,87284,0,5002704,50,5,40,M,2010,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CEBDDCCD,1010.0,DEAECDCCECCDBABEABBBABCBCCA,001010010090000090000010001,555,555,555,333,555,333,333,333,333,333,333,16.5,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,D,C,C,B,B,C,D,C,D,A,C,A,D,D,C,C,A,E,E,B,A,A,A,A,29.0,A,C,F,A,A,B,B,E,H,B,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0
2015,1542,10008,10020,2,65855,1,3306305,33,3,24,F,2009,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,3,0,ACABDDCE,ACABDDCE,AABEDEDEECBADBBCDZCABBCAEDD,AABEDEDEXXBADBBCDZXABBCAEDD,BBBADDDE,1101.0,BECBCCBEACAACAEEEBBCAAECBAD,000000019901000008900000001,555,555,555,555,555,555,555,555,555,555,555,25.9,52.1,37.5,74.0,86.0,70.0,90.0,62.0,70.0,60.0,17.1,13.0,40.0,80.0,20.0,20.0,D,C,A,D,C,C,D,B,D,A,A,A,D,D,B,B,B,C,C,B,A,B,A,A,33.0,E,A,A,A,B,A,B,E,H,C,6.0,4.0,5.0,1.0,6.0,4.0,6.0,6.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,5.0,6.0,5.0,3.0,4.0,4.0,6.0,4.0,6.0,7.0,7.0,6.0,5.0,1.0,6.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0
2015,298,10005,10028,22,97982,0,4113700,41,4,38,F,1997,2012,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,DDAADDBA,101100.0,AECACCCEBDEEDABEBBBCDADCCCD,110100099001101109099901008,555,555,555,555,555,555,555,555,555,555,555,38.5,44.5,37.5,55.0,68.0,60.0,70.0,42.0,50.0,40.0,36.5,40.0,16.7,50.0,0.0,0.0,E,D,C,B,B,D,A,C,C,B,A,A,A,A,C,E,C,B,A,B,A,A,A,A,51.0,A,D,A,A,A,C,C,E,B,I,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,3.0,6.0,5.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,1.0
2015,527,10008,10028,13,10805,1,5208707,52,5,22,M,2010,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,ACABDDCE,ACABDDCE,CABBDADCDBEEECCCDEBCBDACDBB,XAXBDADCDXEEECCCDEBCBDXCDBB,BACDDDBD,1100.0,BABECEEBBDCABBEDDCACDBAAECE,919000000900000010010090000,555,555,555,333,555,333,333,333,333,333,333,12.1,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,13.0,0.0,0.0,0.0,0.0,C,C,C,A,A,B,A,C,B,A,A,A,A,E,B,B,E,C,E,E,A,A,A,A,52.0,A,A,B,C,A,C,E,E,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2015,10,10008,10028,18,866,1,4106902,41,4,22,F,2010,2011,2,1,0,0,1,1,0,8,0,0,0,27,1,5,0,ACABDDCE,ACABDDCE,DDAACDEBDCEAABDECCCDADEBZCE,XDAXCXEBXCEAABDXCCCDADEBZCE,ACABDDDE,11111101.0,DDBBADABDBCAEDBACCCBADEDBEE,910909019001000911101110801,555,555,555,555,555,555,555,555,555,555,555,58.1,85.3,87.5,82.0,85.0,65.0,90.0,79.0,75.0,80.0,49.0,47.6,56.7,60.0,45.0,65.0,C,C,C,B,B,C,E,E,D,A,A,A,C,C,B,D,B,A,A,C,A,A,A,C,41.0,A,A,D,C,B,C,D,E,E,F,6.0,6.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0
2015,14,10008,10028,1,96103,1,4318705,43,4,27,F,2005,2006,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCEDDDBC,1001100.0,ECACEDEADACBCAADAAECBDCEAAB,001000001190101090110110000,555,555,555,555,555,555,555,555,333,555,333,39.9,57.7,37.5,88.0,97.0,85.0,100.0,79.0,75.0,80.0,33.9,36.0,21.7,0.0,65.0,0.0,C,E,C,B,B,D,B,D,B,E,A,A,D,C,B,C,E,D,E,B,A,F,A,A,43.0,A,A,B,C,A,B,B,E,A,F,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,8.0,4.0,1.0,5.0,2.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0
2015,298,10005,10028,1,97980,0,4113700,41,4,35,M,1998,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,BCEEDBDE,1001001.0,CDABBDCCCEDDADABDABECBCEECA,011100010090011190000010001,555,555,555,555,555,333,555,555,333,333,333,34.9,47.7,37.5,63.0,63.0,75.0,60.0,63.0,75.0,60.0,30.6,36.0,0.0,0.0,0.0,0.0,C,D,C,A,A,C,B,B,C,B,A,A,B,D,C,C,E,F,E,B,A,A,A,A,42.0,A,B,A,A,A,B,C,E,A,B,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
2015,2243,10008,10022,1,58624,1,2507507,25,2,25,F,2007,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CBABEBAD,110000.0,CEAABDCACBABBEABCAADDDCBABA,001000000090001190001110001,555,555,555,555,555,555,555,555,555,555,555,36.8,46.4,25.0,78.5,95.0,75.0,100.0,62.0,70.0,60.0,33.6,28.0,65.0,90.0,70.0,35.0,C,C,C,B,C,B,B,E,D,A,A,A,D,D,B,E,C,C,E,B,A,A,A,A,25.0,A,A,B,C,A,C,E,E,E,C,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0
2015,423,10008,10028,22,8786,1,4317509,43,4,27,F,2005,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,ACABDDCE,ACABDDCE,AEDABEEBCACEDDBECCCCDAECBAZ,AEDABEEXXACEDDBECXCXXXECBAZ,BBDDEDDD,100.0,BCDDBAEABABEDDCECCAABEDCCBE,001010199101110119099901008,555,555,555,555,555,555,555,555,555,555,555,45.2,37.3,12.5,74.5,70.0,70.0,70.0,79.0,75.0,80.0,47.8,50.0,35.0,60.0,20.0,25.0,C,D,A,B,B,C,A,D,D,A,A,A,C,C,A,A,C,D,E,E,A,A,A,D,43.0,A,A,B,K,B,C,B,A,A,E,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2015,10,10008,10028,1,877,1,4125506,41,4,23,F,2008,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,CDADDDAD,101100.0,DBABCBACDECEDDABAEEDCDC.BDB,001111111091011191100110100,555,555,555,555,555,555,555,555,555,555,555,61.0,47.9,37.5,63.5,67.0,55.0,70.0,60.0,60.0,60.0,65.4,64.0,73.3,70.0,80.0,70.0,C,C,D,B,B,B,E,E,E,A,A,A,B,B,B,H,C,C,E,J,A,A,A,A,41.0,A,A,A,C,B,C,C,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
2015,1773,10005,10022,1,48082,1,4208401,42,4,21,M,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,2,0,ACABDDCE,ACABDDCE,ADABCBACDAEECDABEEECDDCDBEA,ADABCBACDAXECDABXEECDDCDBEA,ADDBDDBD,10011100.0,DDADCBCDEADDCBACACDECEBEAEA,011011000190101090000000011,555,555,555,555,555,555,555,555,555,555,555,39.3,49.6,50.0,49.0,53.0,65.0,50.0,45.0,65.0,40.0,35.9,36.0,35.0,20.0,15.0,70.0,C,C,D,B,C,C,B,C,C,A,A,A,C,D,B,E,D,C,E,B,A,A,E,A,42.0,A,A,B,C,A,A,B,C,C,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
