NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
2018,671,118,10028,38,97573,2,5002704,50,5,40,F,2010,2015.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,BEAEBCAE,1.0,BCCCDCCAABCBADECCBDCADAEDED,000101000000010010110001001,555,555,555,333,555,333,333,333,333,333,333,"20,8","7,5","12,5",0,0.0,0.0,0.0,0.0,0.0,0.0,"25,2","29,6",0,0.0,0.0,0.0,C,C,A,D,B,C,B,B,B,B,A,A,E,B,C,E,B,D,D,B,A,A,A,A,35.0,A,A,B,C,A,B,B,E,F,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,1232,10008,10020,84,111880,1,4106902,41,4,21,F,2015,2017.0,1.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,DEEDABBCDBCECCEBDCBAAEBCDDB,XEEDABBCDBCECCEXDXBAAEBCDDX,CAEBEDDD,11011010.0,AEEEABDCEBCCACEADEBAAEDCEDB,911011010110011919111101019,555,555,555,555,555,555,333,555,555,555,555,"63,6","46,1","62,5","21,5",0.0,0.0,0.0,43.0,75.0,35.0,"69,4","69,6","68,3",65.0,70.0,70.0,C,C,C,A,A,B,E,E,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,4169,10005,10022,1,90914,1,3510609,35,3,32,F,2004,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,DACEEADE,1101011.0,BADAADDAEACBAEBEEAEDACCCCEA,990900191000118000009090199,555,555,555,555,555,555,555,555,555,555,555,"32,3","51,3","62,5","34,5",38.0,70.0,30.0,31.0,55.0,25.0,"25,9","27,8",15,25.0,20.0,0.0,B,C,C,C,B,A,B,B,D,A,D,A,C,C,B,D,C,E,E,B,A,A,A,A,35.0,A,A,B,C,A,C,B,E,A,D,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,1.0,3.0,5.0,2.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,2.0,6.0,6.0,1.0
2018,494,10008,10028,2,39246,1,4205407,42,4,50,F,2012,2013.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,ACCCEBDE,101111.0,DDBADABACCECBBEEABACDCBEBAC,090111000990099109109019100,555,555,555,555,555,555,555,555,555,555,555,"45,5","60,3","62,5",57,51.0,55.0,50.0,63.0,75.0,60.0,"40,5","36,8","61,7",65.0,60.0,60.0,.,.,.,.,.,.,.,.,.,B,A,A,E,B,C,D,F,C,D,B,A,A,A,A,42.0,B,A,B,A,A,E,B,E,B,E,5.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0
2018,1036,10001,10028,26,83998,1,3106200,31,3,28,M,2008,2014.0,1.0,0,0,8,0,0,0,27,0,2,0,CACBEBDE,CACBEBDE,ECAEDBADCECCDAEADDBAADCDCDE,ECAEDBADCEXCDAEADXBAADCDCDE,CAABEBDE,11011111.0,EEAEEDADADACDBEAEEEAAEBCBAE,101100110091101109011000001,555,555,555,555,555,333,555,555,333,333,333,"49,5","75,5","87,5","57,5",76.0,80.0,75.0,39.0,15.0,45.0,"40,8",48,0,0.0,0.0,0.0,B,B,C,B,B,A,D,E,B,A,B,A,D,D,A,A,A,B,A,A,A,B,A,B,31.0,B,A,B,C,A,E,E,E,E,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,2.0,5.0,6.0,2.0,6.0,6.0,3.0
2018,1326,10006,10022,1,68969,1,3205002,32,3,25,M,2012,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,AACCCBDE,1100111.0,BADCDEEBCBDDCEDBAACADCAEDCA,990911090010018000109091099,555,555,555,555,555,555,555,555,555,555,555,"39,2","58,3","62,5",52,39.0,75.0,30.0,65.0,85.0,60.0,"32,8","33,3",30,0.0,40.0,50.0,B,C,C,B,D,B,B,D,D,A,A,B,D,D,B,B,B,A,A,D,A,A,F,F,32.0,A,A,B,B,A,B,A,E,C,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,1491,118,10020,22,1185929,2,4106902,41,4,44,M,2003,2017.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,CACAEDBC,11101000.0,CBCBBAACDBDEEBBBEEECDCEEDBA,990990110000090088990090090,555,555,555,555,555,555,555,555,555,555,333,18,40,50,25,28.0,60.0,20.0,22.0,30.0,20.0,"10,6","12,5",0,0.0,0.0,0.0,C,C,C,B,B,B,B,B,C,A,D,A,B,B,B,C,D,F,E,B,A,A,A,A,41.0,A,A,F,A,B,B,B,E,A,B,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
2018,580,10002,10028,13,101086,1,2604106,26,2,28,F,2008,2011.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,CDDBDADAEDBCCECBCEBACBACEEB,CDDBDADAEDBCXEXBCEBAXBACXEB,BACBDBDE,1110111.0,DBEADAEDECEBBDDBCEAABADCACA,000011001000909111019001900,555,555,555,555,555,555,555,555,555,555,555,"41,6","64,8",75,"49,5",58.0,70.0,55.0,41.0,25.0,45.0,"33,8","34,8","28,3",40.0,20.0,25.0,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,322,10005,10028,1,100326,2,3550308,35,3,29,M,2005,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,BDCDBDCA,100000.0,DBBCACBEBADCEBDDBCBEAEDBCDB,991900090011008000009090199,555,555,555,555,555,555,555,555,555,555,555,"19,1","19,5","12,5",30,24.0,40.0,20.0,36.0,40.0,35.0,"18,9","22,2",0,0.0,0.0,0.0,C,C,C,B,D,D,D,B,D,B,D,B,B,D,C,C,A,F,E,B,A,A,A,A,16.0,D,A,B,A,A,A,B,E,B,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,165,10005,10028,18,119528,1,3300704,33,3,41,F,1995,2014.0,3.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,DCEEDBABDEDEAADADAECADEEBAC,XCEEDBXBDEDEAADADAECADEEXAC,CAAEDDBE,11000001.0,CDEECDBBDEDDAEABEAECABACABC,901100911110100001111000901,555,555,555,555,555,555,555,555,555,555,555,"47,5","39,9","37,5","43,5",49.0,65.0,45.0,38.0,90.0,25.0,50,50,50,30.0,100.0,20.0,C,C,C,A,A,B,E,D,C,B,D,A,B,B,C,C,D,E,C,E,A,A,A,A,33.0,A,A,C,A,A,A,B,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,3.0,5.0,5.0,6.0,6.0,6.0,1.0,1.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0
2018,661,10005,10022,2,104446,1,2800308,28,2,24,F,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,DBDCCBBE,101.0,ACAABDDCECBCBDCACBDAEBACBEC,091100101990099019009109100,555,555,555,555,555,555,555,555,555,555,555,"35,1","37,4",25,56,53.0,65.0,50.0,59.0,55.0,60.0,"34,3","36,8",20,0.0,20.0,40.0,C,C,C,A,A,C,A,C,D,A,A,A,D,E,B,D,C,B,A,A,A,A,A,A,28.0,B,A,B,C,A,C,C,E,A,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,671,118,10028,1,87284,2,5002704,50,5,37,M,2000,2014.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CBECEBDE,10001111.0,BADCDADAEADDAEBCEACCAAEAEEA,990910191010118000109190099,555,555,555,555,555,555,555,336,555,555,555,"42,2","43,7","62,5","15,5",31.0,75.0,20.0,0.0,65.0,0.0,"41,7","44,4","26,7",55.0,0.0,25.0,E,E,C,A,A,B,E,D,D,B,D,A,C,E,A,C,D,F,E,B,A,F,A,A,35.0,A,A,A,G,A,C,B,E,C,B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0
2018,7,10002,10028,29,96405,1,3552205,35,3,28,F,2008,2014.0,3.0,0,0,8,0,0,0,27,0,5,0,CACBEBDE,CACBEBDE,BEACBCAAECECBDCAADBEADCABDC,BEACBCAAECXCBDXAADBEXDXAXDC,DACADBDE,1100111.0,BEEBBCBBECBCBDCBBDBEADBCCDC,110011001191119001119190911,555,555,555,555,555,555,333,555,555,555,555,"66,8","54,3","62,5",42,0.0,0.0,0.0,84.0,80.0,85.0,71,"68,2","86,7",70.0,90.0,100.0,C,C,C,C,C,B,D,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,2200,10005,10022,2,89826,1,3145059,31,3,23,F,2013,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBEBDA,11111110.0,CAAADADBCDEDABABCEAAEBBEBCC,191111110991099019109119110,555,555,555,555,555,555,555,555,555,555,555,"72,5","77,1","87,5","61,5",40.0,80.0,30.0,83.0,75.0,85.0,"70,9","73,7",55,70.0,60.0,35.0,E,E,C,B,B,C,A,D,D,A,D,A,D,F,A,A,A,D,E,E,A,A,A,A,31.0,A,A,B,C,A,A,B,E,A,C,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,6.0,1.0,6.0,4.0,6.0
2018,1291,10005,10022,1,34210,1,4124103,41,4,27,F,2009,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CACDDBCE,11100101.0,BADADEEAEECDADAEABCBCCCCCEA,990911091100108001119090199,555,555,555,333,555,555,333,333,333,333,555,"43,1","37,5","62,5",0,0.0,0.0,0.0,0.0,0.0,0.0,45,50,"16,7",0.0,0.0,50.0,E,E,C,B,B,B,B,C,D,A,A,A,D,C,B,D,C,D,E,B,A,A,A,A,41.0,A,A,B,A,A,B,B,E,H,C,6.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,5.0,4.0,6.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
2018,760,10005,10022,2,16721,1,2611606,26,2,32,F,2003,2012.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,BACDBDED,1100000.0,CDCABCBCBCDEECDDDBDDCCEDBAD,190100000990199009009009100,555,555,555,333,555,333,333,333,333,333,333,"17,2",15,25,0,0.0,0.0,0.0,0.0,0.0,0.0,"17,9","21,1",0,0.0,0.0,0.0,D,D,C,A,A,C,B,B,B,A,B,A,D,B,B,D,C,E,E,B,A,A,A,A,26.0,B,A,A,A,B,A,B,E,A,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2018,3388,10005,10022,2,89822,1,2307304,23,2,23,M,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CDCCDBDE,10100111.0,CDBADADBCDECABCEBCAEBBECCAA,190111110990099109119109000,555,555,555,555,555,555,555,555,555,555,555,"54,7","56,9","62,5","48,5",56.0,40.0,60.0,41.0,65.0,35.0,54,"52,6","61,7",75.0,40.0,70.0,C,C,C,A,B,B,E,D,C,A,A,A,F,F,B,E,D,B,B,B,A,A,A,A,23.0,B,A,B,C,A,B,B,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,527,10008,10028,2,10792,1,5208707,52,5,22,F,2014,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBEBDD,11111110.0,ACDADACBEEACCBCEDCACDDEEBDD,090111011990099109109009100,555,555,555,555,555,555,555,555,555,555,555,"49,5","70,3","87,5","44,5",50.0,70.0,45.0,39.0,55.0,35.0,"42,5","42,1",45,50.0,45.0,40.0,C,C,B,B,B,C,E,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,221,118,10028,86,1258531,2,3550308,35,3,20,F,2016,2017.0,4.0,0,0,8,0,0,0,27,0,7,0,CACBEBDE,CACBEBDE,EBBACDBADAEDEBECBABDCCBDBEC,XBXAXXXADAEDEXECBABDXCBDBEC,EDCEDBDE,100111.0,ECABCCAEDADEEBDCBDBDEDEEEEC,909099901100190110119000011,555,555,555,555,555,555,555,555,555,555,555,43,"44,6",50,"36,5",39.0,75.0,30.0,34.0,50.0,30.0,"42,5",45,"28,3",20.0,50.0,15.0,D,C,B,B,B,C,B,D,D,A,B,A,B,D,B,C,A,C,C,I,A,A,A,A,52.0,A,A,C,B,B,E,B,E,B,B,5.0,3.0,6.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0
2018,316,10008,10028,22,66268,1,3550308,35,3,29,M,2007,2015.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,BDECCDAE,1.0,BBCDACAEEDCBACAECEABEBDCEAC,990991100000090088991190090,555,555,555,555,555,555,555,555,333,333,555,"21,8","23,1","12,5",39,23.0,75.0,10.0,55.0,35.0,60.0,"21,3",25,0,0.0,0.0,0.0,C,C,C,A,B,B,B,D,D,A,A,A,D,C,B,C,A,B,A,B,A,A,A,A,35.0,A,A,B,G,A,B,B,D,D,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,494,10008,10028,1,60628,1,4202800,42,4,26,F,2011,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,BDDEEBCD,1100.0,BABCDCDAEECCDACEDBCDCCACCEB,991910191101008011109090199,555,555,555,555,555,555,555,555,555,333,555,46,28,25,"32,5",36.0,60.0,30.0,29.0,65.0,20.0,52,"55,6","31,7",70.0,0.0,25.0,D,E,C,.,C,D,E,D,C,A,D,A,D,C,B,C,B,E,E,C,A,A,A,F,42.0,A,A,B,G,A,B,E,E,A,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,3.0,5.0,3.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,6.0,4.0,3.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0
2018,1498,10005,10022,2,59478,1,3205309,32,3,34,M,2004,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,DABCDBCE,1000101.0,AEABBDCDBCDEADADBDCCCDCCBAD,091000000990099009009009100,555,555,555,555,555,555,555,555,555,555,555,"19,2","42,5","37,5",50,53.0,65.0,50.0,47.0,75.0,40.0,"11,4","10,5","16,7",30.0,0.0,20.0,D,E,A,D,B,C,D,E,C,A,D,A,C,D,A,E,B,E,B,E,A,A,A,A,32.0,D,A,B,K,A,B,D,A,A,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,4766,121,10022,22,105790,1,3118601,31,3,42,F,1999,2015.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,CAACEACE,11001001.0,ABEDDAACDEDECCEACBCBEBBDABC,991990110100090188991191090,555,555,555,555,555,555,555,555,333,333,555,"45,8","55,8",50,"64,5",71.0,75.0,70.0,58.0,70.0,55.0,"42,5",50,0,0.0,0.0,0.0,D,E,A,B,B,C,B,C,E,B,A,A,C,D,C,D,E,E,E,B,A,A,A,A,31.0,D,D,A,A,A,B,B,E,H,C,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,518,10005,10020,2,10480,1,5300108,53,5,31,M,2005,2015.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBDBBE,11110101.0,BEDADBCBECDCEBBECBACADBEEEA,090110011990199119109019000,555,555,555,555,555,333,555,555,333,333,333,"46,7","65,8",75,52,60.0,80.0,55.0,44.0,80.0,35.0,"40,3","47,4",0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,A,A,A,D,C,A,A,B,D,B,E,A,A,A,A,52.0,B,A,B,C,A,B,A,C,C,C,3.0,4.0,3.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,1.0,5.0
2018,163,10005,10028,2,41155,1,3304557,33,3,25,F,2013,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACBEBDE,11111111.0,EADADBEBEDADEACECBADCABCEAE,090110011991199119109019001,555,555,555,555,555,555,555,555,555,555,555,"61,1","79,4",100,"48,5",53.0,65.0,50.0,44.0,80.0,35.0,55,"57,9","38,3",50.0,35.0,30.0,C,D,A,B,B,C,B,D,D,A,A,A,C,C,A,A,A,B,A,C,A,A,A,C,33.0,A,E,B,A,B,D,C,E,E,A,6.0,6.0,3.0,2.0,5.0,1.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,6.0,5.0,5.0,2.0,4.0,3.0,2.0,1.0
