NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
2018,578,10002,10028,18,13299,1,2927408,29,2,39,M,2007,2011.0,1.0,0,0,8,0,0,0,27,0,3,0,CACBEBDE,CACBEBDE,DCEEDBABDEDEAADADAECADEEBAC,XCEEDBXBDEDEAADADAECADEEXAC,CACCBBBE,11100101.0,BCCADBDBCDDEAAABDCECADECABC,910011910011110010111110901,555,555,555,555,555,555,555,555,555,555,555,"60,5","64,5","62,5","67,5",95.0,75.0,100.0,40.0,80.0,30.0,"59,1","62,5",40,70.0,0.0,50.0,C,C,C,A,A,B,A,D,D,A,A,A,D,D,C,B,F,E,D,A,A,A,A,A,29.0,B,A,B,A,A,C,B,E,E,A,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0
2018,1610,10008,10022,2,68911,1,2211001,22,2,23,F,2013,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,...CEDDE,1011.0,CADBDDEEBCBCBECACBDDACEADAC,190010000990099019009009000,555,555,555,555,555,333,555,555,333,333,333,"18,7","34,5","37,5",30,37.0,65.0,30.0,23.0,75.0,10.0,"13,4","15,8",0,0.0,0.0,0.0,C,C,C,A,B,C,B,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,1690,10005,10022,1,46529,1,3551009,35,3,33,F,2002,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,BBCCBBDE,100111.0,DABBEADAEECAAEBAEECBBDABCAA,991900191100118100119090199,555,555,555,555,555,555,555,555,336,333,333,"46,1","42,6",50,"31,5",27.0,55.0,20.0,36.0,80.0,25.0,"47,3","55,6",0,0.0,0.0,0.0,D,C,A,A,A,B,B,B,C,B,D,A,B,B,C,B,C,E,E,I,A,A,A,A,26.0,A,A,C,K,A,B,B,E,C,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2018,322,10005,10028,86,65683,1,3509502,35,3,26,F,2010,2017.0,4.0,0,0,8,0,0,0,27,0,7,0,CACBEBDE,CACBEBDE,EBBACDBADAEDEBECBABDCCBDBEC,XBXAXXXADAEDEXECBABDXCBDBEC,AACCDDCA,1100000.0,ABACAAAEEBEDEBDCBACBADECCAC,919099900011190111009000001,555,555,555,555,555,555,555,555,555,555,555,"36,5",27,25,30,26.0,50.0,20.0,34.0,50.0,30.0,"39,7",40,"38,3",20.0,65.0,30.0,C,C,C,B,B,C,B,D,D,A,A,A,D,B,A,D,B,D,D,A,A,A,A,A,35.0,A,A,A,A,A,C,B,A,A,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2018,2191,118,10022,1,59316,1,4314407,43,4,40,F,1995,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,BADCEBEE,1001101.0,BBDAACDBEACAEEDEBDABDDAECEA,990900191000018000019091199,555,555,555,555,555,555,555,555,555,555,555,"35,6","43,2",50,33,29.0,65.0,20.0,37.0,65.0,30.0,"33,1","33,3","31,7",0.0,20.0,75.0,C,D,B,B,C,C,B,D,C,A,A,A,B,A,B,C,C,B,B,E,A,A,A,A,43.0,A,B,A,A,A,B,B,E,A,C,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0
2018,1720,10005,10022,2,95976,1,3106200,31,3,33,M,2004,2012.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CABEDDBE,11000001.0,ACBEDCBBBAAEECBCCACEBBDCEAB,090010010990199019019109000,555,555,555,555,555,555,555,555,555,555,555,"30,7","35,5","37,5","32,5",26.0,50.0,20.0,39.0,55.0,35.0,"29,1","31,6",15,0.0,20.0,25.0,D,D,A,B,B,D,D,D,E,A,A,A,B,D,B,D,B,E,E,B,A,A,A,A,31.0,A,A,F,K,B,C,B,E,A,B,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
2018,417,10005,10028,85,114075,1,3550308,35,3,22,F,2014,2017.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,BEAABACDCDBECDCBCDAEAEDCEDB,BEXABACDXDBECDXBCDAEAEXCEDB,CADCADAA,11000000.0,AEACAACDEDBDBDEECEEEBECCEAB,019001119110019010010191101,555,555,555,555,555,333,555,555,333,333,333,"41,9","23,6",25,"21,5",25.0,45.0,20.0,18.0,50.0,10.0,48,"56,5",0,0.0,0.0,0.0,C,E,B,B,D,C,B,E,B,A,A,A,C,C,B,D,C,E,E,I,A,A,A,A,35.0,A,A,B,C,A,D,C,E,A,D,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,1538,10008,10020,2,57522,1,5300108,53,5,23,F,2012,2014.0,4.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,BAAECDED,1000000.0,CCDCDCAACBEDDBCBCAACCEBCBAB,190010000991099019109019100,555,555,555,555,555,555,555,555,555,555,555,"34,2","24,7","12,5",43,47.0,55.0,45.0,39.0,55.0,35.0,"37,3","36,8",40,60.0,30.0,30.0,D,D,A,E,E,B,B,C,D,A,A,A,B,B,B,F,C,B,A,B,A,A,A,A,52.0,A,A,A,G,B,A,A,E,H,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,6.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0
2018,1862,10006,10022,22,83021,1,3204559,32,3,28,M,2008,2015.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,CACBDBDE,11110111.0,A*BAACEDCBEECDCACECADBBDBAB,990991001000091188990191191,555,555,555,555,555,555,555,555,555,555,555,"59,1","83,3","87,5",77,82.0,70.0,85.0,72.0,60.0,75.0,51,50,"56,7",100.0,60.0,10.0,C,C,D,C,C,B,D,C,B,B,A,A,B,C,C,C,C,F,E,C,A,A,A,D,32.0,A,A,C,B,B,C,C,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,605,10003,10028,84,82524,1,3548807,35,3,20,M,2016,2017.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,DEEDABBCDBCECCEBDCBAAEBCDDB,XEEDABBCDBCECCEXDXBAAEBCDDX,CBCDDCAC,10100000.0,AEEEADECDBEDEEAADEBADCBCCCA,911010011100000919110011009,555,555,555,333,555,333,333,333,333,333,333,"34,2",15,25,0,0.0,0.0,0.0,0.0,0.0,0.0,"40,6","47,8",0,0.0,0.0,0.0,E,D,C,D,D,D,B,B,B,A,A,A,E,C,B,D,B,B,A,B,A,A,A,A,35.0,B,A,B,H,A,B,B,A,H,C,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,6.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0
2018,1030,118,10020,1,22566,1,3304557,33,3,23,M,2013,2014.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CBEBCACD,10010000.0,EAABAEBCCDBAAEDAACDBEDAEBCD,990901090000118100019091099,555,555,555,555,555,555,555,555,555,555,555,"33,2",33,25,45,63.0,55.0,65.0,27.0,55.0,20.0,"33,3","33,3","33,3",10.0,40.0,50.0,A,A,D,C,C,A,D,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,4259,10005,10022,1,94497,1,5210000,52,5,29,F,2010,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,BBEEADEE,1.0,CADDDDEAEADCCDBCCAAABDDEABC,990910091011008000009091099,555,555,555,555,555,555,336,336,336,555,555,"19,6","7,5","12,5",0,0.0,0.0,0.0,0.0,0.0,0.0,"23,6","27,8",0,0.0,0.0,0.0,C,D,A,A,D,C,B,D,D,A,A,A,D,D,A,A,A,A,B,A,A,A,A,A,52.0,A,A,F,A,A,B,A,E,C,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
2018,9,115,10028,1,766,1,4113700,41,4,22,M,2013,2015.0,4.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CDACEEEE,10001001.0,BDDBBADAEEEAAEAAEBCBBCACCCA,990900191100118101119090199,555,555,555,555,555,555,555,555,555,555,555,50,"37,9","37,5","38,5",29.0,65.0,20.0,48.0,60.0,45.0,54,"55,6",45,75.0,10.0,50.0,C,D,C,A,A,B,B,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,448,118,10020,2,9263,1,4304606,43,4,22,F,2014,2015.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CADCBEEA,11000000.0,ECDEDCDBCBBDAEBBBBECCDAEBAB,090010110991099009009009100,555,555,555,555,555,555,555,555,555,555,555,"28,2","32,2",25,43,30.0,70.0,20.0,56.0,80.0,50.0,"26,9","26,3",30,50.0,10.0,30.0,D,D,A,B,B,A,B,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,40,10001,10028,22,19501,1,2905701,29,2,46,M,1998,2011.0,4.0,0,0,8,0,0,0,27,2,9,0,CACBEBDE,CACBEBDE,DAEBDCACCEBADDCAZZDCEBEDBAB,XXEXXCACCEBADXCAZZXXEBXDBXB,BACDABBE,1100101.0,DAACDAACDAADBCACCEBAEBAABEC,990990110000090088991190190,555,555,555,333,555,333,333,333,333,333,333,"27,5",30,50,0,0.0,0.0,0.0,0.0,0.0,0.0,"26,6","31,3",0,0.0,0.0,0.0,C,D,C,A,B,D,B,B,D,B,B,A,B,B,C,F,B,F,E,A,A,A,A,A,29.0,A,A,C,E,A,B,B,E,A,A,4.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,6.0,5.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0
2018,1805,118,10020,88,5000013,1,2607901,26,2,40,F,1996,2017.0,1.0,0,0,8,0,0,0,27,1,4,0,CACBEBDE,CACBEBDE,DBEACECZCEDCADDCEABCDBBCBDC,DXEACECZXXDXADDCEABCDBBCBDC,CACCEDDB,11101010.0,BABDCBBDDADAAEBCDDCCDDEEBDC,090010089919100100011000111,555,555,555,555,555,555,555,555,555,555,555,"44,9","48,3","62,5",27,16.0,80.0,0.0,38.0,50.0,35.0,"43,8","40,9",60,90.0,50.0,40.0,C,C,C,D,D,C,A,B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,4656,118,10022,804,106146,1,3538709,35,3,27,F,2009,2014.0,4.0,0,0,8,0,0,0,27,0,6,0,CACBEBDE,CACBEBDE,AEDAADCECDECEEBCCABCCAEDBBD,AEDAXDCECDECXEXCXABCCAEXBXD,ABCDABDE,100111.0,ACADEDBCEBECBECDCAACAADBBAE,100091000011919091010109190,555,555,555,555,555,555,555,555,555,555,555,"40,2","42,2",50,"30,5",28.0,60.0,20.0,33.0,85.0,20.0,"39,5","42,9",20,0.0,60.0,0.0,C,C,C,B,B,C,B,D,C,A,D,A,E,B,B,G,B,D,E,E,A,A,A,A,35.0,A,A,A,B,B,B,B,E,A,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,583,10002,10028,100,1216500,2,2304400,23,2,25,M,2011,2012.0,3.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,DCABCEAEDABDAEBECCDBEBDACDC,DCAXCEAEXABDAEBXCCDBEXDACDC,CACBEADE,11111011.0,DCAADBEAEDADCBEABCEACDBADCC,111900009001000901000901001,555,555,555,555,555,555,555,555,555,555,555,"43,1","71,7","87,5",48,42.0,50.0,40.0,54.0,50.0,55.0,"33,6","30,4","51,7",85.0,30.0,40.0,D,C,B,B,B,C,B,D,C,A,D,A,C,F,B,B,B,B,A,A,A,A,A,A,23.0,B,A,B,K,A,A,A,E,A,A,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2018,550,10001,10028,38,11606,1,2504009,25,2,39,F,1998,2013.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,CDAEEDEE,10001001.0,DDBCACEEDABADDEBBCDAECDEEDD,101111011010010001101011011,555,555,555,555,555,555,555,555,555,555,555,"50,8","41,3","37,5",47,47.0,75.0,40.0,47.0,55.0,45.0,"53,9","59,3","23,3",20.0,0.0,50.0,C,C,A,B,B,C,B,D,E,C,D,A,A,A,B,H,B,C,D,A,A,A,A,A,25.0,A,A,F,G,A,B,B,E,H,A,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0
2018,322,10005,10028,2,43666,1,1302603,13,1,23,F,2013,2014.0,1.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,CACDDBDE,11100111.0,CEABDDCEDCBDCAAECBADAADBCBD,191010000991099119109009000,555,555,555,555,555,555,555,555,555,555,555,"47,9",72,75,"67,5",65.0,65.0,65.0,70.0,70.0,70.0,"39,8","36,8","56,7",50.0,60.0,60.0,D,E,A,C,C,D,B,D,E,A,D,A,E,C,B,E,D,C,A,B,A,A,A,A,13.0,B,A,B,C,A,E,B,E,B,C,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2018,163,10005,10028,1,121297,2,3304557,33,3,35,F,2012,2014.0,3.0,0,0,8,0,0,0,27,1,8,0,CACBEBDE,CACBEBDE,ADBBDEDCEEDCAEZADBCBDABECBB,XXBXDEDXEEDCAEZADBCBXAXECXX,CAAEDDDD,11000010.0,BADADECBEDCAAECDDBABEDABCDA,990911091000118011019090199,555,555,555,555,555,555,555,555,555,555,555,43,"34,1","37,5",29,35.0,55.0,30.0,23.0,75.0,10.0,46,50,"23,3",0.0,20.0,50.0,B,C,B,B,C,C,B,D,D,B,A,A,E,E,C,C,B,E,E,B,A,A,A,C,33.0,A,A,B,C,A,C,D,D,C,D,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0
2018,13982,10005,10022,2,1077151,1,1501402,15,1,42,M,2013,2014.0,2.0,0,0,8,0,0,0,27,0,8,0,CACBEBDE,CACBEBDE,CCAADADBECCDEDBECDAEBBBDBCE,CXAADADBEXXDEXXECXAEXBBXBCE,BADCDBDE,1000111.0,AABABDEBCBDDECBEABCDDADDCAE,090100010991199109009009001,555,555,555,555,555,555,555,555,555,333,333,"33,1","49,4",50,"48,5",49.0,45.0,50.0,48.0,60.0,45.0,"27,6","31,6",5,15.0,0.0,0.0,C,C,D,B,C,E,E,A,D,B,D,A,F,D,C,D,B,E,C,E,A,A,A,A,15.0,B,B,C,A,A,B,B,E,E,B,4.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0
2018,376,118,10020,38,1166760,1,3550308,35,3,29,F,2014,2015.0,4.0,0,0,8,0,0,0,27,0,0,0,CACBEBDE,CACBEBDE,DBBCACAEDEBEBDDECCDCEADEBDD,DBBCACAEDEBEBDDECCDCEADEBDD,DACDEBDE,1101111.0,ADAAECBEDCBCDDBECCDBEBDEEBD,000001011010010111101011001,555,555,555,333,555,333,333,333,333,333,333,"41,9",45,75,0,0.0,0.0,0.0,0.0,0.0,0.0,"40,9","48,1",0,0.0,0.0,0.0,C,C,C,C,C,D,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,12.0,A,A,A,A,A,A,A,A,A,A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,448,118,10020,84,1342173,2,4314902,43,4,24,F,2011,2017.0,4.0,0,0,8,0,0,0,27,0,4,0,CACBEBDE,CACBEBDE,DEEDABBCDBCECCEBDCBAAEBCDDB,XEEDABBCDBCECCEXDXBAAEBCDDX,CBAEBACC,10000000.0,AEBDDBBCCDACCDDBBEBAABDCDDB,910101110000100909111001119,555,555,555,555,555,555,555,555,555,555,555,"45,7","25,7","12,5","45,5",34.0,50.0,30.0,57.0,65.0,55.0,"52,4","52,2","53,3",70.0,90.0,0.0,C,C,C,B,B,B,B,D,C,A,A,A,C,D,B,D,C,E,D,B,A,A,A,A,43.0,E,A,B,C,A,A,A,E,A,B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,6.0,2.0,4.0,2.0,3.0,3.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0
2018,1574,10005,10022,93,91089,1,4115804,41,4,24,M,2011,2017.0,4.0,0,0,8,0,0,0,27,1,4,0,CACBEBDE,CACBEBDE,BDBDEDAAEBDBCDCEECCDECCEEAZ,BDBDEXAAEBDXXDCEECXDECCEEAZ,DACBEBDE,1111111.0,EDCCEDEBDBDAAABACDEECADBCCB,010019000119900000900000008,555,555,555,555,555,555,555,555,555,555,555,"37,7","71,3","87,5",47,45.0,65.0,40.0,49.0,65.0,45.0,"26,5","18,2","73,3",40.0,100.0,80.0,C,C,C,C,C,C,C,C,C,A,A,A,B,C,B,C,A,E,E,E,A,A,A,A,42.0,A,A,A,A,A,D,B,E,H,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
