NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
2016,3879,10005,10022,36,120641,1,2504009,25,2,25,F,2009,2012,2,1,0,0,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,EBDCBEAE,10.0,DECCDEECDBAAECEABEDEECEEDDA,001088100001001911199001901,555,555,555,555,555,555,555,555,555,555,555,40.4,33.9,12.5,66.0,72.0,80.0,70.0,60.0,60.0,60.0,42.6,42.9,41.0,53.0,40.0,30.0,D,C,B,B,B,D,B,D,E,A,D,A,D,F,B,D,B,B,A,E,A,A,A,A,25.0,B,A,B,C,A,C,B,E,B,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,952,10008,10028,6,19205,1,3548500,35,3,23,M,2010,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CBBDADBB,10000100.0,DBCBBEDAECACCEEADAEADEABDEE,001991109100111001910000000,555,555,555,555,555,555,555,555,555,555,555,37.9,40.0,25.0,62.5,70.0,70.0,70.0,55.0,75.0,50.0,37.2,39.1,26.7,30.0,30.0,20.0,C,D,A,B,B,A,B,E,C,A,A,A,D,F,B,E,G,B,A,B,A,A,A,A,35.0,F,A,A,A,A,C,D,E,E,C,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
2016,1490,10006,10022,23,50829,1,3524709,35,3,22,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,DAEDBDCA,1100100.0,DBCBBBAEEDCCCEABEEDDCBDECBE,111909110101091000191119111,555,555,555,555,555,555,555,555,555,555,555,63.9,45.1,37.5,56.5,77.0,65.0,80.0,36.0,60.0,30.0,70.2,68.2,81.7,90.0,70.0,85.0,D,E,B,B,C,C,B,E,D,A,A,A,D,D,B,E,B,B,B,D,A,D,A,E,35.0,A,A,B,A,B,D,E,C,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,4503,10002,10028,51,86500,1,2909802,29,2,31,F,2003,2009,2,1,1,0,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,EECCBAECBDCCCADCBDACAZBCAAD,EECXBXXCBDCCCXDCBDACXZBCAAX,CBCBADBE,10010100.0,DDCCDDBBBCCDBCDABBAAAAADEDB,001909901010091010109800009,555,555,555,333,555,555,333,333,555,333,333,24.8,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,30.0,0.0,0.0,0.0,0.0,C,D,B,A,C,D,D,B,B,A,B,A,B,D,B,B,A,B,A,A,A,A,A,A,29.0,A,A,B,C,B,B,C,A,B,A,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2016,671,10005,10028,38,97573,0,5002704,50,5,40,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,AEEABDEB,100100.0,EDDBDBBEBEADEBDBDACEABCCECC,099081101810018100010801909,555,555,555,555,555,555,555,555,555,333,555,37.1,38.0,25.0,57.5,66.0,50.0,70.0,49.0,45.0,50.0,36.8,42.1,6.7,20.0,0.0,0.0,B,D,D,C,E,D,C,B,D,A,B,A,A,A,B,E,B,E,C,B,A,A,A,A,29.0,A,A,F,E,A,B,B,C,C,I,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,2.0,1.0,2.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,1.0
2016,14321,10005,10022,23,1101668,1,2304400,23,2,22,F,2011,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,BAEABDBC,1100101.0,CEDCEBAEBEEAAECADCDDAABACBE,000919111000190111190009111,555,555,555,555,555,555,555,555,555,555,555,56.4,60.2,50.0,75.5,96.0,80.0,100.0,55.0,75.0,50.0,55.1,54.5,58.3,90.0,10.0,75.0,B,C,C,B,C,B,B,D,D,A,D,A,D,D,B,E,C,B,A,B,A,A,A,F,23.0,B,A,B,C,A,C,E,E,E,E,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0
2016,224,10008,10022,36,1153732,1,3547809,35,3,22,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,CAEDADAD,11100110.0,BBCEDCECDBCACCCAACBCDCABDBA,111088100011000900099000911,555,555,555,555,555,555,555,555,555,555,555,48.6,69.1,62.5,79.0,71.0,75.0,70.0,87.0,75.0,90.0,41.8,38.1,63.0,49.0,80.0,60.0,C,C,C,B,B,B,B,D,D,A,A,A,D,D,B,D,A,B,A,H,A,A,A,A,35.0,A,A,B,C,B,D,E,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,580,10002,10028,28,13602,1,2611606,26,2,22,M,2011,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CAEEADAE,11100110.0,DBADEBDCBEEBAEECCAABEEAECED,111111011111991119109110101,555,555,555,555,555,555,555,555,555,555,555,76.4,63.3,62.5,64.5,52.0,60.0,50.0,77.0,65.0,80.0,80.7,82.6,70.0,75.0,100.0,35.0,C,C,A,C,C,D,E,D,C,A,A,A,C,B,B,E,E,B,A,A,F,B,A,A,26.0,E,A,B,A,A,B,E,E,E,F,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,6.0,3.0,6.0,3.0,3.0
2016,1808,10002,10026,17,1117583,1,3201506,32,3,26,M,2007,2010,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,CBEABDDE,10100100.0,ABCABBECBCDDBDCAABBBEBCEDDD,110910108001811111111011101,555,555,555,555,555,555,555,555,555,555,555,60.1,47.7,37.5,63.0,82.0,50.0,90.0,44.0,60.0,40.0,64.2,70.8,26.7,0.0,40.0,40.0,C,C,C,B,B,B,E,D,D,A,A,A,C,D,D,G,D,B,A,A,D,B,A,A,32.0,A,A,B,C,A,B,C,E,E,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0
2016,14313,10005,10022,23,1087200,1,3118601,31,3,33,F,2002,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,EEBDADED,100.0,ECBBEBACDABAEDAADCDDDCDDCBE,000919100000091111190019111,555,555,555,555,555,555,555,555,555,333,555,45.5,36.5,12.5,72.5,93.0,65.0,100.0,52.0,60.0,50.0,48.5,50.0,40.0,60.0,0.0,60.0,C,C,A,C,B,D,B,B,C,B,A,A,B,B,C,E,D,A,B,E,A,A,A,A,31.0,A,A,C,K,A,A,B,E,H,H,4.0,4.0,4.0,7.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0
2016,30,10008,10028,55,72714,1,3101607,31,3,24,F,2009,2011,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,CDBAACBE,10000000.0,ADEBCDEDCBAECBAECCCDEBEBCBA,000018090909110900910091001,555,555,555,555,555,555,555,555,555,336,555,27.9,27.5,12.5,50.0,47.0,75.0,40.0,53.0,65.0,50.0,28.0,30.0,16.7,30.0,0.0,20.0,C,D,C,B,B,B,D,C,D,A,A,A,B,C,B,F,B,B,A,B,A,A,A,A,31.0,A,A,B,A,A,E,C,C,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,47,10001,10028,90,1206391,1,5207402,52,5,20,F,2013,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,10,0,CAEBCDAC,CAEBCDAC,EBBCDEDEEDECCBCADABBACEEAAC,EXBCXEDEEDXXXBXADXBXAXEEXAC,CACEAEAB,11000010.0,EBEBBAEDADADEEDADDBAABEEBAC,190090000199909119191911911,555,555,555,555,555,555,555,555,555,555,555,57.6,53.5,37.5,77.5,92.0,60.0,100.0,63.0,75.0,60.0,59.0,58.8,60.0,80.0,60.0,40.0,C,C,B,A,A,C,E,D,D,A,D,A,B,C,B,B,A,C,E,A,A,A,A,A,52.0,A,A,B,C,B,B,B,A,A,A,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,6.0,4.0,3.0,6.0,6.0,6.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,3.0,6.0,3.0,1.0,6.0,6.0,5.0
2016,4992,10008,10022,90,110518,1,2311405,23,2,21,F,2012,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,10,0,CAEBCDAC,CAEBCDAC,EBBCDEDEEDECCBCADABBACEEAAC,EXBCXEDEEDXXXBXADXBXAXEEXAC,BBBDBDED,100.0,DCEDBADAABAEEBEDACBDEBACBAC,090090100099919009190900911,555,555,555,555,555,555,555,555,555,555,555,32.0,35.1,12.5,69.0,77.0,65.0,80.0,61.0,65.0,60.0,31.0,29.4,40.0,40.0,60.0,20.0,B,B,C,B,B,C,B,D,B,A,D,A,A,C,B,F,A,B,A,A,A,B,A,A,23.0,A,A,B,C,B,E,B,E,E,A,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0
2016,14156,121,10022,23,84648,1,3168606,31,3,30,F,2005,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,BEDDBEEE,0.0,BDCAACEEECCABEACEADCCCBBCED,001909010000091000191009100,555,555,555,555,555,555,333,555,555,555,555,22.9,8.4,0.0,21.0,0.0,0.0,0.0,42.0,50.0,40.0,27.7,27.3,30.0,20.0,20.0,50.0,D,D,A,B,B,C,B,C,D,B,D,A,C,B,C,D,B,B,A,G,F,F,A,A,31.0,A,A,G,E,A,A,C,E,B,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2016,1196,10006,10020,28,20736,1,4115200,41,4,25,F,2012,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CEDECDBD,10001100.0,DBCAEACCBCECACDCBABEABAECAD,110010011010990109009010111,555,555,555,555,555,555,555,555,555,555,555,47.0,51.9,37.5,73.5,86.0,70.0,90.0,61.0,65.0,60.0,45.4,47.8,31.7,35.0,40.0,20.0,E,C,C,B,A,A,A,D,D,A,A,A,D,F,D,A,D,B,A,E,A,A,A,A,41.0,A,A,B,C,A,B,A,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,494,10008,10028,6,20250,1,4218707,42,4,22,M,2011,2012,2,1,1,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CABABEBE,11000000.0,BDCADCDABCDECEEBCCBAAAEDABE,111990109101111100910101110,555,555,555,555,555,555,555,555,555,555,555,58.9,38.4,25.0,58.5,56.0,80.0,50.0,61.0,65.0,60.0,65.7,65.2,68.3,70.0,55.0,80.0,C,C,B,B,B,C,E,D,C,A,A,A,D,D,B,B,A,B,A,B,A,C,A,A,42.0,B,A,B,C,B,B,D,E,E,C,5.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
2016,591,10002,10028,23,14567,1,3550308,35,3,22,F,2011,2013,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CAEAADAD,11100110.0,BBDADBAEBDAADEABECEAABDDCED,010909111110091001090119100,555,555,555,555,555,555,555,555,555,333,333,47.3,58.5,62.5,52.5,67.0,55.0,70.0,38.0,70.0,30.0,43.5,50.0,6.7,20.0,0.0,0.0,D,D,C,D,D,B,B,D,C,A,D,A,E,D,B,C,D,B,B,A,F,E,A,B,35.0,A,A,B,C,A,C,B,E,C,F,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,5.0,6.0,6.0,5.0,2.0,1.0,5.0,5.0,6.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0
2016,1805,118,10022,23,5000010,1,2607901,26,2,48,F,1991,2012,2,0,0,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,EBDDDDCE,100.0,ECBBEBEDEADAEEAEACCECCECCDE,000919000000091001091009101,555,555,555,555,555,555,555,555,555,555,555,29.1,29.3,12.5,54.5,88.0,80.0,90.0,21.0,65.0,10.0,29.0,27.3,38.3,60.0,20.0,35.0,E,E,E,E,D,E,E,D,E,B,B,A,B,B,C,C,C,E,E,E,A,A,A,A,26.0,D,B,B,E,A,B,A,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,1559,10008,10020,12,72663,1,3201506,32,3,25,F,2008,2011,2,1,1,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EBEDBDDE,100100.0,DCBDDADCEEDADECDADBCEDECBCB,101091019011911119101010009,555,555,555,555,555,555,555,555,555,555,555,49.7,42.0,25.0,67.5,80.0,80.0,80.0,55.0,75.0,50.0,52.2,59.1,13.3,10.0,10.0,20.0,C,C,C,B,B,B,D,D,D,A,A,A,C,E,D,A,E,B,A,B,A,A,A,A,29.0,B,A,B,A,A,E,E,A,E,E,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,2494,121,10022,3501,1135106,1,3538006,35,3,29,M,2005,2013,2,0,0,1,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,AECADDCE,100.0,BBBECCDABBAABCDACAEDDBAADED,101009810118000011001001101,555,555,555,555,555,555,555,555,555,555,555,41.0,31.5,12.5,60.0,63.0,75.0,60.0,57.0,45.0,60.0,44.2,45.8,35.0,25.0,10.0,70.0,C,C,B,D,C,C,B,D,B,A,A,A,C,D,D,A,A,B,A,G,A,A,A,A,35.0,A,D,A,H,B,E,E,E,E,H,6.0,6.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,1.0,5.0,3.0,6.0,1.0,1.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0
2016,578,10002,10028,5,13287,1,2927408,29,2,28,F,2006,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,AEEECCCBEADEBDEACDDBDDCABBD,AEEECCCBEXDEBDEAXDXBDXCABBD,CAEDBDEE,11100100.0,ABEECCABEDDEBCEDDDDBDECEBBE,101111011911101091911910110,555,555,555,555,555,555,555,555,555,555,555,68.1,58.4,50.0,71.0,70.0,70.0,70.0,72.0,40.0,80.0,71.3,73.9,56.7,60.0,60.0,50.0,C,C,C,B,B,B,A,D,D,A,D,A,D,D,B,D,E,C,C,A,A,B,B,A,29.0,B,A,B,C,A,A,C,C,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,206,10008,10020,38,119234,1,3550308,35,3,57,F,2011,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CECBBDEC,10010101.0,EDEEEBBCBDAEEDDBBEBEDDECEEA,099181111811008100011811919,555,555,555,555,555,555,555,555,555,555,555,58.6,54.0,50.0,60.0,71.0,75.0,70.0,49.0,45.0,50.0,60.1,68.4,13.3,20.0,10.0,10.0,C,C,B,B,B,D,C,D,C,D,D,B,A,A,C,D,C,E,E,B,A,A,A,A,35.0,A,D,C,A,A,B,C,E,H,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,1.0,3.0,6.0,4.0,4.0,4.0,4.0
2016,5592,10008,10022,5,117278,1,3143302,31,3,57,F,1995,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,AEEECCCBEADEBDEACDDBDDCABBD,AEEECCCBEXDEBDEAXDXBDXCABBD,CEEBBDEB,10110100.0,AADCCACBEBBDCCCCCDCBDECEBDC,100010111900000091911910100,555,555,555,555,555,555,555,555,555,555,555,48.1,60.2,50.0,75.5,92.0,60.0,100.0,59.0,55.0,60.0,44.0,43.5,46.7,70.0,60.0,10.0,D,D,A,B,B,D,B,D,D,B,D,A,A,D,C,C,B,B,A,E,A,A,A,A,31.0,A,A,C,C,A,D,E,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,1080,10008,10022,28,17941,1,3303906,33,3,21,F,2012,2013,2,1,0,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,EBEDADAC,100111.0,DBAAEAECEDBAADCCDDCDBBCECDD,111010010000990109009000101,555,555,555,555,555,555,555,555,555,555,555,44.3,60.6,50.0,76.5,94.0,70.0,100.0,59.0,55.0,60.0,38.8,34.8,61.7,80.0,80.0,25.0,D,E,C,B,B,A,D,D,D,A,A,A,E,F,A,A,C,B,A,H,A,A,A,A,33.0,B,A,B,A,A,D,E,E,A,G,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,3.0,2.0,2.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2016,76,10003,10028,6,19454,1,4202404,42,4,24,F,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,DEBDABEE,0.0,ADCBAEDBECCECCECABEAEABDBBE,011991119111101010911101010,555,555,555,555,555,555,555,555,555,555,555,52.1,15.2,0.0,38.0,29.0,65.0,20.0,47.0,75.0,40.0,64.4,69.6,35.0,30.0,35.0,40.0,C,C,C,C,D,C,B,D,C,A,A,A,C,D,B,F,D,B,A,B,A,A,A,A,42.0,D,A,B,C,B,B,C,E,E,E,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
